post_id,sentiment_label
624838109,3.6666666666666665
125241146731570026,5.0
126306592457138301,4.5
134131548117180832,5.0
135309466562371755,4.0
138199661095854519,3.6666666666666665
141553294587895859,4.0
142301951998206396,5.0
146603924452975343,3.0
156634838163694549,5.0
157176652499165210,5.0
160183261542391985,3.0
161181977753592655,5.0
162291044249149814,4.0
163711088699023579,3.4
168035952574505919,4.0
170202802397814815,5.0
172327423809069819,4.0
173324567114326550,5.0
173808403812098570,5.0
174739534057218402,5.0
177436399840174626,5.0
178919848224661806,1.0
182875727391269181,3.0
183151382469189853,5.0
186480037370962519,5.0
191597886259241619,3.0
196956369993244725,5.0
199481951683518822,5.0
206059499162870037,5.0
206400054963118726,3.6666666666666665
208230795158134982,5.0
208540603824382303,4.0
211047975230809054,5.0
211604755765698601,5.0
216898430448083898,5.0
217245239938818533,5.0
219098719116764026,4.0
219495226814931332,5.0
221613818192765190,5.0
223461295279743673,5.0
224140863409922494,1.0
224747531936113028,3.4
227483699010249139,5.0
229224759105331553,5.0
229551756113256465,5.0
236085723163435906,5.0
237283152109937277,5.0
237756181571084872,5.0
238708835013010186,5.0
239214618138026364,5.0
239669346273764000,4.5
243011423241937231,5.0
247754712889336017,5.0
257502575311626378,5.0
257937702399419296,5.0
259660226833326974,5.0
260137904363446856,1.0
263312611615089200,4.25
264759257154625921,5.0
265183065787244617,5.0
266918951528866063,5.0
272717762448761298,5.0
273116047600689950,5.0
275257813154046226,5.0
278110197035213694,5.0
280017346090934689,4.5
280258414703190740,5.0
282870410179158839,5.0
283174086856843562,5.0
293051297478910642,5.0
308547071625044388,5.0
313257281929257393,5.0
315792260731150751,5.0
318675135029748257,5.0
320602293717344700,5.0
320847405605102462,5.0
333891505128382991,5.0
336863074561728543,1.0
341153516312765309,5.0
344222905287222036,3.6666666666666665
349149424237322285,3.0
352833092336132370,1.0
355391048760075065,5.0
364483741092061254,5.0
368696469721621098,5.0
376366057087213938,5.0
382112965432877337,5.0
383613711110284188,3.0
384333525256675829,5.0
385782380640772450,5.0
386504934397485614,5.0
389438265384673622,3.6666666666666665
389848062198194506,3.6666666666666665
391318662632612387,5.0
396407425901699481,5.0
397006049400496867,1.5
399848125762805810,1.0
401008633551429793,3.0
401374652249842608,4.0
402026816248914066,5.0
404267346026472388,1.0
405115217684636153,5.0
405261499438899394,5.0
405643482899849860,5.0
406375675301372540,5.0
409305196895838388,5.0
409996728330265256,5.0
410415857747010383,1.0
413314858708280185,5.0
414070686591656400,3.0
414800723993338344,5.0
415489230747378534,5.0
415796156257444573,3.0
416912283545018538,5.0
419872831840624830,5.0
420575965734937472,5.0
422410436100661744,4.0
425266611741696618,5.0
427548798088291289,4.5
430290072994226268,3.0
430486996229726296,3.923076923076923
431444192086106961,5.0
431739411276931803,5.0
432109666432098960,1.0
432123349350654836,1.0
432186857362727049,3.0
432551954723545317,3.0
435098266174137000,5.0
435361106814476319,3.0
436132474971660369,3.6666666666666665
436331139262751230,4.6
436404351082341319,4.5
436517081349005362,5.0
436843741143277789,5.0
437905664869835528,3.0
440436728515436941,3.6666666666666665
444438100512515053,5.0
445132055449346068,3.5
445230425249588131,5.0
445532892591989603,5.0
446554605433824069,3.6666666666666665
447113501911196367,5.0
447405069767451252,3.6666666666666665
448672253017760384,5.0
449448861706133856,5.0
450338022940124000,5.0
450582415135645813,5.0
450591709377765600,5.0
452795282547188626,4.5
452876298121027964,5.0
454529955522584727,5.0
455375152498254180,5.0
455706273396204404,5.0
457233785519514553,1.0
457545462798524582,5.0
457830823428792416,4.333333333333333
458819471288738124,5.0
460745560755970438,4.0
461164569158656417,5.0
462176406377504927,5.0
462633663242347340,4.5
462906462854882258,5.0
463003074394498006,5.0
463913239947944034,5.0
465530540476506727,4.166666666666667
465800577980473738,5.0
466666476698509440,5.0
466848216519974949,5.0
472321327142970206,5.0
472776258736005544,1.0
473049092355957260,3.6666666666666665
473514513819411284,3.0
475560717256401080,2.3333333333333335
475661551629672653,3.0
475946226113749124,4.0
477125593841967939,4.0
477392362213122682,5.0
477817152715530752,5.0
478117887533556132,5.0
480706726676570877,3.6666666666666665
481057182745534563,5.0
481840741018149161,1.0
482465477876162826,5.0
483409304581480601,4.0
483558018352587582,4.0
486087744719856524,2.6666666666666665
487538664154505718,4.333333333333333
487975221382521171,5.0
488274899831529707,5.0
490784810050166913,4.5
491162648825733556,5.0
491894036013162947,5.0
492618298168614934,4.555555555555555
492685560242151836,5.0
492955959253181173,3.0
493746630100689244,4.333333333333333
495957350674505828,5.0
496607899723932563,5.0
497417683846996965,4.0
497707510278562199,5.0
501315568288309975,5.0
501416172771779297,5.0
502184014341382754,1.0
502476280893186070,5.0
502496604015731073,3.6666666666666665
502517990763438775,2.3333333333333335
502837054362788635,5.0
503189116984402089,3.0
503509780844945857,4.0
506381490921316703,5.0
506616344598454864,5.0
507836297443975687,5.0
508173625844736232,5.0
508571390517092734,3.4285714285714284
509416525677109907,5.0
509576263370973995,5.0
511163595907833913,5.0
511457758436041188,4.0
511818614877364629,3.0
512425092571111479,4.5
512631960207794374,5.0
512916031576122253,3.0
513076466153595452,3.6666666666666665
513510650831609916,5.0
513598220340994996,5.0
514580338877571787,5.0
514864168435884997,1.0
516096902944694908,2.3333333333333335
518187823584682320,3.0
518245697925063359,5.0
518779978124534200,5.0
519035976655479796,5.0
520886836608016544,4.5
521352795135320587,5.0
521606315864400597,5.0
521695897171698249,1.0
522518579953967485,5.0
523070809400582404,5.0
523498061128966386,1.0
523784332736897271,5.0
